num_urls,max_url_length,has_ip_in_url,has_suspicious_tld,many_subdomains,has_at_symbol,has_dash_in_domain,has_hex_string,sender_is_free_provider,sender_domain_length,sender_has_numbers,sender_has_dash,urgent_word_count,exclamation_count,uppercase_ratio,text_length,label
1,22,0,0,0,0,0,0,0,9,0,0,0,2,0.023178807947019868,379,1
24,123,0,0,0,1,0,1,0,18,1,0,1,1,0.26591760299625467,3899,1
24,123,0,0,0,1,0,1,0,12,0,0,1,1,0.26602830974188174,3934,1
0,0,0,0,0,0,0,0,0,11,0,0,0,0,0.08088235294117647,179,1
1,28,0,0,0,0,0,0,0,8,0,0,0,4,0.02490421455938697,692,1
1,36,0,0,0,0,1,0,0,17,0,1,0,2,0.0684931506849315,96,1
4,63,0,0,0,0,0,0,0,9,0,0,0,1,0.1639572689270785,3032,0
0,0,0,0,0,0,0,0,0,19,0,1,0,0,0.032974001268230815,2128,0
0,0,0,0,0,0,0,0,0,13,0,0,1,0,0.10412871888281724,4395,0
0,0,0,0,0,0,0,0,0,10,0,0,3,0,0.04178272980501393,630,1
24,113,0,0,0,1,0,1,0,25,0,0,0,0,0.2620605069501227,3942,1
3,82,0,0,0,0,0,0,1,9,0,0,1,0,0.040214477211796246,1152,0
1,24,0,0,0,0,0,0,0,0,0,0,0,0,0.018018018018018018,135,1
1,28,0,0,0,0,0,0,0,15,0,0,0,5,0.041189931350114416,568,1
2,74,0,0,0,0,0,0,1,9,0,0,0,0,0.04830917874396135,597,0
1,25,0,0,0,0,0,0,0,14,0,0,0,1,0.12345679012345678,208,1
0,0,0,0,0,0,0,0,0,14,0,1,0,0,0.027888446215139442,366,1
0,0,0,0,0,0,0,0,1,9,0,0,0,0,0.044420368364030335,1235,0
1,21,0,0,0,0,0,0,0,7,0,0,0,1,0.016260162601626018,307,1
1,58,0,0,0,0,0,0,0,17,0,0,0,0,0.0962962962962963,423,0
0,0,0,0,0,0,0,0,0,15,0,0,0,2,0.13008130081300814,864,1
0,0,0,0,0,0,0,0,0,9,0,0,0,0,0.02888086642599278,396,1
0,0,0,0,0,0,0,0,0,8,0,0,0,0,0.07103825136612021,393,0
1,21,0,0,0,0,0,0,0,9,0,0,0,3,0.03875968992248062,319,1
24,113,0,0,0,1,0,1,0,10,0,1,0,0,0.26248976248976247,3920,1
1,30,0,0,0,0,0,0,0,9,0,0,0,2,0.08823529411764706,89,1
1,27,0,0,0,0,0,0,0,17,0,0,0,0,0.060240963855421686,111,1
2,79,0,0,0,0,0,0,1,9,0,0,0,1,0.061452513966480445,592,0
24,113,0,0,0,1,0,1,0,13,0,0,0,0,0.26302831350020517,3919,1
1,60,0,0,0,0,0,1,0,11,0,0,0,1,0.07692307692307693,1461,0
1,24,0,0,0,0,0,0,0,7,0,0,0,1,0.07966101694915254,801,0
27,225,0,0,0,0,0,1,0,10,0,0,3,0,0.14387397899649942,12634,0
2,29,0,0,0,0,0,0,0,13,0,0,0,0,0.07159005275056518,1937,0
0,0,0,0,0,0,0,0,0,9,0,0,0,0,0.028,366,1
24,114,0,0,0,1,0,1,0,5,1,0,0,0,0.2689284236657013,3916,1
1,24,0,0,0,0,0,0,0,9,0,0,0,2,0.029045643153526972,308,1
24,113,0,0,0,1,0,1,0,18,0,1,0,0,0.2621676891615542,3942,1
90,129,0,0,0,0,1,1,0,12,0,0,0,2,0.04980805675688809,33457,0
24,123,0,0,0,1,0,1,0,8,0,0,1,1,0.26591760299625467,3899,1
24,123,0,0,0,1,0,1,0,21,0,0,1,1,0.26591760299625467,3898,1
1,36,0,1,0,0,0,0,0,12,0,0,0,0,0.11917098445595854,434,1
20,153,0,0,0,0,0,1,0,20,0,1,1,0,0.11458872219348164,5231,0
0,0,0,0,0,0,0,0,0,7,0,0,0,0,0.03686635944700461,328,1
3,31,0,0,0,0,0,0,0,10,0,0,0,0,0.0466786355475763,779,0
24,113,0,0,0,1,0,1,0,15,1,1,0,0,0.26302831350020517,3919,1
24,113,0,0,0,1,0,1,0,20,0,0,0,0,0.26302831350020517,3919,1
1,23,0,0,0,0,0,0,0,13,0,0,0,0,0.028846153846153848,264,1
0,0,0,0,0,0,0,0,0,9,0,0,0,1,0.04592186429061001,2071,0
0,0,0,0,0,0,0,0,1,9,0,0,0,0,0.052294557097118465,1236,0
1,58,0,0,0,0,0,0,0,17,0,0,0,0,0.03028118240807498,1864,0
0,0,0,0,0,0,0,0,0,19,0,1,0,1,0.1485148514851485,129,1
0,0,0,0,0,0,0,0,0,17,1,0,1,0,0.14386792452830188,590,1
1,27,0,0,0,0,0,0,0,18,0,1,0,0,0.025974025974025976,103,1
24,123,0,0,0,1,0,1,0,13,0,0,1,1,0.2645962732919255,3923,1
4,109,0,0,0,1,0,1,0,11,0,0,1,0,0.13948717948717948,1773,0
1,22,0,0,0,0,0,0,0,10,0,1,0,4,0.03731343283582089,341,1
1,136,0,0,0,0,0,0,0,8,0,0,0,0,0.2608695652173913,218,1
0,0,0,0,0,0,0,0,0,16,0,0,1,5,0.066006600660066,1561,1
1,31,0,0,0,0,0,0,0,19,0,0,0,0,0.07365439093484419,496,0
24,114,0,0,0,1,0,1,0,10,0,0,0,0,0.2689284236657013,3916,1
0,0,0,0,0,0,0,0,0,11,0,0,0,0,0.12186379928315412,385,0
1,25,0,0,0,0,0,0,0,13,0,0,1,0,0.05426356589147287,333,1
1,34,0,0,0,0,0,0,0,12,0,0,0,2,0.046511627906976744,108,1
0,0,0,0,0,0,0,0,0,11,0,0,1,0,0.14558472553699284,589,1
1,24,0,0,0,0,0,0,0,10,0,0,0,0,0.0273972602739726,93,1
0,0,0,0,0,0,0,0,1,9,0,0,0,0,0.056179775280898875,363,0
0,0,0,0,0,0,0,0,0,10,0,0,0,0,0.01639344262295082,73,1
0,0,0,0,0,0,0,0,0,8,0,0,0,3,0.2,109,1
2,74,0,0,0,0,0,0,0,15,0,0,0,0,0.04059040590405904,1815,0
1,21,0,0,0,0,0,0,0,13,0,0,0,4,0.029411764705882353,333,1
2,35,0,0,0,0,0,0,0,11,0,0,3,0,0.10751748251748251,4707,0
1,77,0,0,0,0,0,0,0,10,0,0,0,0,0.060669456066945605,678,0
0,0,0,0,0,0,0,0,0,13,0,0,0,1,0.044642857142857144,149,1
0,0,0,0,0,0,0,0,0,11,0,0,2,0,0.03833605220228385,1546,1
24,123,0,0,0,1,0,1,0,38,0,0,1,1,0.26591760299625467,3896,1
1,20,0,0,0,0,0,0,0,11,0,0,0,1,0.043689320388349516,276,1
2,74,0,0,0,0,0,0,1,9,0,0,0,1,0.06673114119922631,1451,0
2,41,0,0,0,0,0,0,1,9,0,0,0,0,0.08984007525870179,3376,0
1,25,0,0,0,0,0,0,0,0,0,0,0,0,0.08860759493670886,99,1
3,74,0,0,0,0,0,1,0,9,0,0,0,0,0.023706896551724137,1286,0
21,96,0,0,0,0,0,1,0,12,0,0,0,0,0.07629179331306991,5155,0
0,0,0,0,0,0,0,0,0,14,0,0,1,0,0.15058823529411763,590,1
5,76,0,0,0,0,0,1,1,9,0,0,0,0,0.03979591836734694,1552,0
1,23,0,0,0,0,0,0,0,17,0,0,0,2,0.13402061855670103,256,1
1,25,0,0,0,0,0,0,0,10,0,0,0,0,0.0703125,171,1
1,28,0,0,0,0,0,0,0,9,0,0,0,6,0.028639618138424822,533,1
0,0,0,0,0,0,0,0,0,10,0,0,0,0,0.0927536231884058,473,0
1,26,0,0,0,0,0,0,0,13,0,0,0,0,0.018018018018018018,139,1
2,212,0,0,0,0,0,0,1,9,0,0,0,0,0.06352941176470588,1218,0
1,46,0,0,0,0,0,0,0,8,0,0,2,0,0.07786291157589563,6390,0
2,74,0,0,0,0,0,0,0,12,0,0,0,1,0.058931860036832415,1600,0
0,0,0,0,0,0,0,0,0,14,0,0,0,0,0.28705882352941176,643,0
1,25,0,0,0,0,0,0,0,9,0,0,0,0,0.08235294117647059,220,1
13,81,0,0,0,0,0,0,0,11,0,0,1,0,0.02442528735632184,2810,0
3,31,0,0,0,0,1,0,0,12,0,0,0,0,0.04,1414,0
0,0,0,0,0,0,0,0,1,9,0,0,1,0,0.04477611940298507,1227,0
1,49,0,0,0,0,0,0,0,8,0,0,2,1,0.11163734776725305,10728,0
24,114,0,0,0,1,0,1,0,10,1,1,0,0,0.26881720430107525,3913,1
1,24,0,0,0,0,0,0,0,10,0,0,0,0,0.022727272727272728,116,1
1,25,0,0,0,0,0,0,0,15,0,0,0,0,0.05,204,1
1,29,0,0,0,0,0,0,0,14,0,0,0,0,0.10714285714285714,199,1
0,0,0,0,0,0,0,0,0,10,0,0,3,0,0.04178272980501393,633,1
1,19,0,0,0,0,0,0,0,13,0,0,1,3,0.018518518518518517,345,1
1,63,0,0,0,0,0,0,0,10,0,0,1,0,0.1827785881624895,33266,0
0,0,0,0,0,0,0,0,0,9,0,0,1,0,0.14022988505747128,602,1
1,33,0,0,0,0,0,0,0,8,0,0,0,0,0.013986013986013986,187,1
1,34,0,0,0,0,0,0,0,7,0,0,0,4,0.03233830845771144,1071,1
0,0,0,0,0,0,0,0,0,19,0,0,0,0,0.04739336492890995,271,1
2,74,0,0,0,0,0,0,0,11,0,0,0,0,0.04193138500635324,1074,0
0,0,0,0,0,0,0,0,0,21,0,0,1,0,0.27044025157232704,242,0
24,123,0,0,0,1,0,1,0,9,0,0,1,1,0.26591760299625467,3899,1
1,19,0,0,0,0,0,0,0,12,0,0,0,1,0.017994858611825194,501,1
2,74,0,0,0,0,0,0,0,10,0,0,1,0,0.09572719802793755,3322,0
0,0,0,0,0,0,0,0,0,15,0,0,1,0,0.14558472553699284,588,1
0,0,0,0,0,0,0,0,0,19,0,0,0,0,0.02877697841726619,931,1
24,114,0,0,0,1,0,1,0,7,0,0,0,0,0.26881720430107525,3939,1
0,0,0,0,0,0,0,0,0,8,0,0,0,0,0.14320987654320988,580,0
0,0,0,0,0,0,0,0,0,8,0,0,0,0,0.04886561954624782,724,0
0,0,0,0,0,0,0,0,1,9,0,0,0,0,0.09606986899563319,365,0
2,90,0,0,0,1,0,1,0,12,1,0,0,2,0.13791322314049587,5390,0
4,63,0,0,0,0,0,1,0,10,0,0,0,1,0.08495981630309989,1317,0
1,136,0,0,0,0,0,0,0,12,0,0,0,0,0.30128205128205127,195,1
1,24,0,0,0,0,0,0,0,0,0,0,0,0,0.022988505747126436,116,1
0,0,0,0,0,0,0,0,0,9,0,0,0,1,0.03225806451612903,258,1
0,0,0,0,0,0,0,0,0,18,0,0,0,0,0.14540059347181009,568,0
0,0,0,0,0,0,0,0,0,12,0,0,0,0,0.017857142857142856,132,1
0,0,0,0,0,0,0,0,0,10,0,0,3,0,0.043835616438356165,633,1
0,0,0,0,0,0,0,0,0,8,0,0,0,3,0.14942528735632185,135,1
3,51,0,0,0,0,0,0,0,14,0,0,2,1,0.08068872383524646,7575,0
1,23,0,0,0,0,0,0,0,16,0,1,0,0,0.04,104,1
1,136,0,0,0,0,0,1,0,10,0,0,0,0,0.23076923076923078,229,1
4,62,0,0,0,0,0,0,0,12,1,0,0,0,0.04361873990306947,3273,0
1,136,0,0,0,0,0,0,0,9,0,0,0,0,0.2529411764705882,223,1
0,0,0,0,0,0,0,0,0,12,0,0,0,0,0.06077348066298342,237,1
1,26,0,0,0,0,0,0,0,0,0,0,0,0,0.023809523809523808,110,1
3,74,0,0,0,0,0,0,0,10,0,0,0,0,0.036468330134357005,750,0
0,0,0,0,0,0,0,0,0,10,0,0,1,0,0.03187250996015936,364,1
2,83,0,0,0,0,0,1,0,15,0,0,1,0,0.04878048780487805,931,0
0,0,0,0,0,0,0,0,0,10,0,0,1,5,0.06733167082294264,1553,1
1,32,0,0,0,0,0,0,0,11,0,0,1,0,0.09315866084425037,1339,0
1,23,0,0,0,0,0,0,0,13,0,0,0,0,0.08928571428571429,214,1
0,0,0,0,0,0,0,0,0,10,0,0,0,0,0.03389830508474576,348,1
1,27,0,0,0,0,0,0,0,10,0,0,0,0,0.08231292517006802,2231,0
24,113,0,0,0,1,0,1,0,15,1,0,0,0,0.26302831350020517,3919,1
0,0,0,0,0,0,0,0,0,11,0,0,0,0,0.0,466,1
0,0,0,0,0,0,0,0,0,7,0,0,0,0,0.04196891191709844,2593,0
1,49,0,0,0,0,0,0,0,7,0,0,0,0,0.08270676691729323,176,1
24,123,0,0,0,1,0,1,0,14,0,1,1,1,0.26591760299625467,3900,1
1,54,0,0,0,0,0,0,0,13,0,0,0,0,0.056074766355140186,600,0
4,74,0,0,0,0,0,1,1,9,0,0,1,3,0.05750873108265425,6525,0
0,0,0,0,0,0,0,0,0,6,0,0,0,3,0.2743362831858407,173,1
1,22,0,0,0,0,0,0,0,11,0,0,0,9,0.22916666666666666,541,1
1,21,0,0,0,0,0,0,0,21,0,0,0,3,0.03436426116838488,364,1
0,0,0,0,0,0,0,0,0,10,0,0,0,1,0.12610837438423644,1910,0
24,123,0,0,0,1,0,1,0,23,0,0,1,1,0.26591760299625467,3900,1
0,0,0,0,0,0,0,0,0,12,0,0,0,0,0.03076923076923077,380,1
0,0,0,0,0,0,0,0,0,11,0,0,0,0,0.03275529865125241,720,0
0,0,0,0,0,0,0,0,1,9,0,0,0,0,0.043586550435865505,1169,0
1,20,0,0,0,0,0,0,0,13,0,0,0,0,0.053811659192825115,287,1
1,40,0,0,0,0,0,1,0,9,0,0,0,0,0.07100591715976332,236,1
1,47,0,0,0,0,0,0,0,21,0,1,0,0,0.03885882931628136,2763,0
1,21,0,0,0,0,0,0,0,17,0,0,0,1,0.019736842105263157,203,1
1,25,0,0,0,0,0,0,0,14,0,0,0,0,0.023809523809523808,111,1
0,0,0,0,0,0,0,0,0,14,0,0,0,0,0.3724340175953079,524,0
1,31,0,0,0,0,0,0,0,14,0,0,0,3,0.027611044417767107,1109,1
0,0,0,0,0,0,0,0,0,13,0,0,0,1,0.02304147465437788,265,1
2,58,0,0,0,0,0,0,0,17,0,0,0,9,0.043146239022527684,3791,0
1,20,0,0,0,0,0,0,0,19,0,0,0,0,0.05573770491803279,388,1
24,114,0,0,0,1,0,1,0,12,0,0,0,0,0.26815181518151815,3939,1
1,59,0,0,0,0,0,0,0,17,0,0,0,0,0.049429657794676805,500,0
4,49,0,0,0,0,0,0,0,12,0,0,0,0,0.07341269841269842,1393,0
0,0,0,0,0,0,0,0,0,11,0,0,0,0,0.028985507246376812,389,1
1,47,0,0,0,0,0,0,0,15,0,0,0,0,0.08661417322834646,165,1
1,25,0,0,0,0,0,0,0,21,0,0,0,1,0.04,227,1
0,0,0,0,0,0,0,0,0,10,0,0,3,0,0.0440771349862259,632,1
1,22,0,0,0,0,0,0,0,12,0,0,0,2,0.03861003861003861,322,1
0,0,0,0,0,0,0,0,0,10,0,0,0,0,0.25,104,1
0,0,0,0,0,0,0,0,0,13,0,0,0,1,0.4444444444444444,22,1
3,84,0,0,0,0,0,0,1,9,0,0,0,0,0.038657171922685654,2777,0
1,21,0,0,0,0,0,0,0,9,0,0,1,3,0.02830188679245283,392,1
0,0,0,0,0,0,0,0,0,16,0,0,1,0,0.145933014354067,583,1
0,0,0,0,0,0,0,0,0,14,0,0,0,1,0.09523809523809523,118,1
11,72,0,0,0,0,0,1,0,12,0,0,0,1,0.1619454836985569,2844,0
2,78,0,0,0,0,0,1,1,9,0,0,0,2,0.07444168734491315,2722,0
2,74,0,0,0,0,0,0,0,10,0,0,0,0,0.13359273670557717,1070,0
1,25,0,0,0,0,0,0,0,21,0,0,0,0,0.06486486486486487,239,1
0,0,0,0,0,0,0,0,0,12,0,0,0,0,0.06756756756756757,310,0
1,23,0,0,0,0,0,0,0,16,0,0,0,0,0.05847953216374269,416,1
4,76,0,0,0,0,0,0,1,9,0,0,0,0,0.045180722891566265,534,0
2,54,0,0,0,0,0,0,0,12,0,0,0,0,0.07829977628635347,1171,0
24,113,0,0,0,1,0,1,0,9,0,0,0,0,0.2632443531827515,3918,1
1,20,0,0,0,0,0,0,0,19,0,0,0,1,0.08163265306122448,197,1
1,94,0,0,0,0,0,1,0,20,0,0,2,0,0.1415204678362573,3576,0
1,46,0,0,0,0,0,0,1,9,0,0,0,0,0.07466666666666667,1190,0
1,26,0,0,0,0,0,0,0,7,0,0,0,0,0.028846153846153848,135,1
1,19,0,0,0,0,0,0,0,13,0,0,0,0,0.052980132450331126,201,1
6,44,0,0,0,0,1,0,0,13,0,0,0,1,0.03579545454545455,2543,0
1,25,0,0,0,0,0,0,0,0,0,0,0,0,0.029411764705882353,128,1
1,25,0,0,0,0,0,0,0,12,0,0,0,0,0.06323529411764706,909,0
0,0,0,0,0,0,0,0,0,21,0,0,0,2,0.04790419161676647,220,1
0,0,0,0,0,0,0,0,0,22,0,0,0,0,0.04918032786885246,181,1
4,74,0,0,0,0,0,0,0,10,0,0,2,2,0.04977029096477795,1862,0
0,0,0,0,0,0,0,0,1,9,0,0,0,1,0.023088023088023088,887,0
0,0,0,0,0,0,0,0,0,11,0,0,1,0,0.13800904977375567,613,1
0,0,0,0,0,0,0,0,0,6,0,0,0,0,0.018867924528301886,65,1
1,32,0,0,0,0,0,0,0,21,0,0,0,1,0.03614457831325301,775,1
1,18,0,0,0,0,0,0,0,13,0,0,0,0,0.05,106,1
0,0,0,0,0,0,0,0,1,9,0,0,0,0,0.1906779661016949,298,0
0,0,0,0,0,0,0,0,0,15,1,0,0,0,0.026119402985074626,358,1
1,23,0,0,0,0,0,0,0,12,0,0,0,0,0.09782608695652174,246,1
1,20,0,0,0,0,0,0,0,8,0,0,0,1,0.024193548387096774,308,1
1,21,0,0,0,0,0,0,0,19,0,0,0,1,0.0594059405940594,267,1
0,0,0,0,0,0,0,0,0,14,0,0,0,3,0.18571428571428572,108,1
1,19,0,0,0,0,0,0,0,11,0,0,0,1,0.036231884057971016,184,1
0,0,0,0,0,0,0,0,0,12,0,0,0,0,0.052307692307692305,418,0
9,49,0,0,0,0,0,0,0,11,0,0,0,0,0.12885760693015702,3000,0
0,0,0,0,0,0,0,0,0,19,0,0,1,0,0.14285714285714285,601,1
1,28,0,0,0,0,0,0,0,12,0,0,0,4,0.02040816326530612,923,1
1,32,0,0,0,0,0,0,0,13,0,0,0,7,0.05433333333333333,4433,0
24,123,0,0,0,1,0,1,0,10,1,0,1,1,0.2645962732919255,3923,1
2,33,0,0,0,0,0,0,0,16,0,1,2,0,0.09264305177111716,2025,0
4,44,0,0,0,0,1,0,1,9,0,0,0,0,0.06788247213779129,1587,0
0,0,0,0,0,0,0,0,0,11,0,0,0,0,0.028688524590163935,356,1
6,48,0,0,0,0,1,0,0,9,1,0,1,0,0.06694560669456066,798,0
6,69,0,0,0,0,0,0,0,10,0,0,0,0,0.04720782959124928,2872,0
0,0,0,0,0,0,0,0,0,6,0,0,0,0,0.049891540130151846,671,0
15,139,0,0,0,0,0,1,0,40,0,0,0,0,0.18638217759648573,4970,0
